27749,48,60,147,218,222,191,441,875,2457,2881,1410,169,100,89,127,108,56,28,28,27,60,211,458,-1
23361,81,110,166,287,349,364,607,1213,3761,3635,2016,186,75,51,71,53,45,20,18,27,79,395,1190,-1
23818,181,240,362,486,491,431,706,1505,2746,3732,1727,258,108,124,111,111,63,36,24,37,99,253,511,-1
20419,149,188,314,475,555,425,749,1789,3952,4687,2367,192,94,114,168,183,123,162,159,178,211,265,242,-1
19434,280,304,409,522,511,816,697,1168,2984,4237,2616,585,237,194,245,332,384,280,291,332,359,436,507,-1
19625,155,209,359,462,455,310,661,1652,3799,5179,2867,426,143,128,104,145,123,75,40,90,162,370,621,-1
19896,299,282,398,539,491,403,743,1188,3332,4790,2366,517,189,166,189,310,329,146,111,163,319,503,491,-1
22037,210,229,363,536,554,577,703,1463,3547,4288,1634,245,87,71,118,145,146,99,69,95,181,386,377,-1
17554,204,206,319,400,298,364,751,2008,3826,5696,3294,257,96,105,101,132,108,28,20,50,154,418,1771,-1
21289,296,325,490,700,568,331,786,1532,2475,4153,2218,410,186,146,175,156,107,71,62,112,116,273,1183,-1
19409,101,85,145,245,281,217,540,1206,3749,5730,3671,184,44,50,49,58,37,48,57,67,152,540,1495,-1
23417,143,136,163,284,273,305,620,1315,3152,4363,2364,497,150,63,57,53,26,16,17,25,51,187,483,-1
18698,59,96,196,280,329,257,570,1639,3986,6443,2999,302,105,109,111,151,68,42,15,8,42,169,1486,-1
23430,191,196,297,371,255,196,586,1581,3855,3447,2125,183,54,46,72,112,111,79,66,69,153,296,389,-1
19294,214,214,303,520,514,393,778,1789,3726,4843,2766,302,142,112,158,187,144,51,37,73,162,299,1139,-1
21492,192,213,305,438,589,555,677,1478,3268,3996,2360,481,182,176,186,214,99,43,39,75,171,405,526,-1
19323,219,295,359,520,434,367,759,1596,3753,4922,2914,272,83,63,91,115,89,53,45,43,105,222,1518,-1
19301,169,250,330,371,330,392,843,1273,2782,4523,4188,364,137,130,168,188,159,78,71,90,103,224,1696,-1
21334,141,131,197,295,379,772,1067,1430,3114,4934,1869,390,252,218,157,143,98,54,24,37,95,332,697,-1
21552,186,199,297,500,401,285,662,1530,3837,4197,1883,405,111,78,162,188,170,81,55,126,298,518,439,-1
24384,167,182,186,215,330,418,777,1543,3033,3310,1894,381,161,133,84,64,66,49,48,66,105,234,330,-1
21046,179,205,272,328,372,296,707,1775,3544,4781,2648,355,168,164,190,213,139,61,41,76,80,224,296,-1
18591,182,192,251,279,378,493,1117,1975,3699,5201,2409,585,377,303,344,239,150,75,59,119,218,387,537,-1
20119,165,215,305,377,399,306,879,1859,3631,4837,2388,249,146,114,121,211,169,96,55,74,121,315,1009,-1
