19.095,14.12,1.8949,-3.2695,18.998,102.48,1.7797,-3.0549,19.061,128.98,2.0028,-3.2481,25.157,112.07,1.9495,-2.2405,27.853,88.726,2.235,-3.2903,31.569,57.18,1.9733,0.17073,33.844,106.87,2.1536,-2.0512,41.982,47.081,2.1183,1.5408,45.835,65.873,2.0438,-0.89112,50.972,50.687,2.1444,-4.1196,51.303,97.193,2.0094,-1.8828,57.901,93.737,1.7396,-2.0553,76.728,70.047,1.9883,-0.38657,77.747,18.112,1.9883,-4.2428,78.887,25.802,1.8975,1.4341,82.194,67.365,1.8482,-0.40246,82.194,67.365,1.8482,-3.81,92.915,124.16,2.0657,-4.6632,96.805,151.53,1.7318,1.567,105.13,60.129,2.4112,0.94849,107.23,83.971,2.0504,-0.21813,113.07,5.1078,2.0547,-1.5258,118.13,73.989,1.9524,1.1895,122.02,104.84,2.2072,-1.3027,124.13,30.058,2.0075,-4.5508,125.86,71.293,1.9745,1.1945,127.44,55.858,1.8445,-0.84528,133.67,84.942,1.9097,0.91601,135.42,74.914,2.1196,0.51513,137.59,101.09,1.7303,-1.6505,150.76,4.9401,2.0439,-1.394,159.19,148.99,2.1851,-1.2695,161.18,75.871,2.0645,-4.6292,165.83,123.89,2.0279,-4.664,176.6,123.11,1.8858,1.4893,187.98,92.349,1.9914,-4.4766,192.58,10.837,1.9955,-2.0355,191.97,62.937,2.2069,-2.1568,192.15,114.25,1.9377,-1.4308,201.43,56.512,2.218,-1.542,20.148,6.0591,2.4613,-2.9759,28.018,79.046,2.5547,-3.7127,29.427,62.436,2.2243,0.26506,35.681,66.22,2.817,0.19387,35.681,66.22,2.817,-1.6371,48.508,133.65,2.1323,-2.5817,52.911,26.107,2.4862,-4.5986,74.085,78.062,2.4735,-1.7828,74.085,78.062,2.4735,-3.9231,89.404,140.61,2.5099,-1.4781,1
29.781,38.633,1.7033,-3.0367,30.238,95.318,2.2805,-3.2155,52.028,94.628,1.9901,1.5355,52.028,94.628,1.9901,-1.0485,57.347,100.24,1.9221,-1.3919,64.034,113.93,2.1051,-0.76774,65.921,104.1,1.8974,-2.6647,69.708,137.48,1.6922,-4.6891,72.235,54.911,1.7738,-1.6289,83.316,82.273,1.8753,-3.5599,89.35,120.01,2.2527,0.20905,100.31,86.157,1.8932,1.5279,100.31,86.157,1.8932,-0.064708,100.87,60.22,2.0184,-1.2564,104.03,114.13,1.9906,-3.4126,103.95,129.02,1.9996,-1.6716,108.63,100.61,1.9237,-1.2288,114.84,35.815,1.7755,-4.6809,126.4,119.49,2.2604,1.367,126.4,119.49,2.2604,0.014746,128.45,54.31,1.7842,-1.6826,133.75,132.62,1.7787,-2.3218,141.48,7.9983,2.1607,-4.6485,166.99,82.383,1.9746,-1.7368,166.69,128.69,1.9573,-3.1034,175.18,89.86,1.957,-1.1036,175.18,89.86,1.957,-4.3882,185.37,143.37,2.0588,-1.7027,187.26,78.808,1.9596,-3.9378,192.17,88.367,1.9144,-1.9861,194.16,97.868,1.8578,1.4104,209.9,94.212,2.1054,0.025998,210.4,126,1.6301,-0.0068076,31.481,21.939,2.9096,-3.0671,43.222,15.315,2.1749,-1.5602,46.25,128.07,2.6898,-4.6226,51.466,109.79,2.6294,-0.76422,59.512,101.66,2.4995,-1.3129,61.109,128.21,2.7047,-4.5863,74.896,71.917,2.6703,-1.9396,75.139,93.276,2.6146,-1.8274,83.536,91.617,2.4326,0.71113,83.524,117.3,2.5303,0.27427,86.892,140.8,2.5078,-1.5976,95.616,70.396,2.5138,-1.2855,100.99,30.728,2.5588,-1.4589,110.8,64.792,2.4293,-0.15736,110.8,64.792,2.4293,-2.6317,114.23,30.642,2.5165,-1.7165,114.23,30.642,2.5165,-4.6219,1
35.29,68.71,2.08,-3.1648,39.725,72.621,1.847,1.2909,40.626,29.68,1.8988,-0.8755,40.626,29.68,1.8988,-2.3672,46.804,27.721,1.745,-0.63354,50.214,120.33,2.0438,1.5007,54.862,13.054,1.8541,-2.1708,74.241,118.43,2.7827,-4.5347,77.921,43.923,1.8601,-2.5534,89.19,9.5014,1.9156,-3.0396,91.9,29.16,1.9244,-2.9383,91.632,77.29,1.9509,-2.9016,98.131,125.94,2.1884,-4.3157,110.28,20.713,1.9536,-2.1365,112.71,112.02,1.8513,-2.4626,117.95,109.09,2.0676,-1.8834,120.06,19.028,1.94,-1.9465,121.73,39.241,2.0448,-2.5774,129.27,112.83,1.9034,0.55445,130.32,64.92,1.9356,-2.0535,136.59,75.305,1.7769,-3.1219,146.47,103.21,2.1629,0.6465,148.08,28.861,2.2394,-2.327,148.79,59.363,1.8272,-2.35,153.77,94.904,1.9491,0.42918,173.09,101.12,2.1723,0.66456,174.73,30.68,1.6615,-1.9929,183.49,48.843,1.9714,-2.0144,188.66,83.506,1.8194,-3.0065,202.26,101.62,2.2816,-0.70107,203.87,87.788,2.149,-0.088752,209.06,63.305,1.8518,-1.8212,211.59,101.09,1.9649,-1.5262,217.5,104.5,2.2239,-0.11467,221.77,116.75,1.7063,0.06285,35.671,86.621,2.4748,-1.3758,40.262,79.377,2.5583,1.3353,40.262,79.377,2.5583,-3.057,52.174,76.872,2.3772,-1.4769,55.604,111.12,2.4815,-4.3217,56.59,93.414,2.3186,-1.1865,66.335,81.109,2.3665,-0.25333,71.853,94.285,2.8166,-1.1249,96.58,91.405,2.2682,0.88627,96.58,91.405,2.2682,-1.4831,116.46,50.102,2.3421,-2.5704,124.42,71.432,2.5053,-2.6004,140.52,28.259,2.6515,-2.6853,141.68,38.292,2.2647,-2.391,158.62,40.253,2.7532,-2.4756,1
27.392,128.49,2.0745,-3.1554,33.759,101.32,1.8141,-4.5897,34.136,131.15,1.9903,1.5013,34.136,131.15,1.9903,-1.8059,43.262,8.5511,1.7755,-4.5714,52.112,19.265,1.8977,1.3005,57.797,23.348,2.4072,1.2748,66.352,16.188,2.217,-4.6193,69.57,45.287,1.9072,-4.4773,73.07,4.3474,2.2255,-0.22679,72.962,69.311,1.8159,-1.0044,75.174,39.621,1.9496,-4.0137,87.915,31.228,2.2078,-4.7101,95.575,48.066,1.7728,1.4674,100.65,120.88,2.1642,-1.4636,113.49,131.98,2.0724,-4.5847,119.49,65.895,1.9255,0.87577,123.65,60.95,1.955,-1.4332,146.2,45.795,2.0982,-4.6159,149.28,40.693,1.972,-4.6561,150.29,56.701,1.9549,-4.3308,154.03,144.65,2.233,-1.6187,177.73,6.7885,2.1786,1.3891,181.76,113.26,1.9921,-0.34988,181.76,113.26,1.9921,-3.1362,189.72,20.748,2.1182,-0.36035,199.88,75.243,1.9482,-2.715,199.88,75.243,1.9482,-4.2008,211.21,26.553,1.8896,1.4222,210.33,77.512,2.0382,-4.0812,212.39,142.19,2.1937,-1.3356,214.34,72.618,1.8531,-2.1905,214.78,55.983,1.8929,-1.3714,216.6,85.059,1.9346,-1.4941,221.3,38.284,1.6704,-0.10415,220.84,65.424,2.2244,-0.070253,220.82,89.999,2.0535,-0.12154,220.87,107.88,2.2098,0.041026,221.13,120.6,1.9492,-0.00060071,221.06,138.06,2.0056,-0.0097998,32.753,78.255,2.581,-2.4781,41.042,78.559,2.7784,-0.79004,41.042,78.559,2.7784,-4.1258,73.655,11.787,2.4612,-4.5787,85.998,51.011,2.3982,1.4707,89.241,13.714,2.6857,1.1151,92.023,58.992,2.845,-4.6756,92.94,20.968,2.533,0.85416,100.6,17.301,2.6728,-4.5046,103.7,9.0074,2.3112,-4.5731,1
29.348,76.025,1.8757,-3.1198,28.857,112.01,1.7772,-3.2508,29.08,127.37,1.9453,-3.1263,34.851,122.43,1.7007,-1.6186,46.464,65.214,2.1881,0.010287,46.464,65.214,2.1881,-1.3068,46.464,65.214,2.1881,-3.0663,48.659,58.544,2.0119,-3.5894,52.349,127.07,1.9877,-1.7711,53.497,111.1,1.9701,1.4955,54.826,117.16,2.0764,-1.027,57.76,107.07,1.8959,1.5284,61.426,126.79,2.1395,-1.4006,64.58,138.66,1.8077,-1.6602,72.677,9.213,2.2221,-1.8058,85.442,10.15,2.1253,-1.3317,85.901,27.298,1.8257,-1.8338,97.177,120.9,2.0901,0.047812,101.66,133.44,2.0415,-1.5418,104.01,84.005,1.8309,1.3214,106.07,127.64,1.8652,-1.6016,110.59,113.98,2.0287,1.5416,112.62,20.057,1.8431,-0.99737,115.5,80.675,2.2347,0.60673,121.47,122.49,1.96,-2.5511,124.58,133.35,2.2828,-1.5429,127.11,144.39,1.8648,-4.6011,129.22,65.565,2.0434,-3.0728,136.91,63.369,2.1428,-1.6753,141.87,138.64,1.6556,-1.6532,142.27,127.91,1.9053,-1.9331,152.4,133.8,2.276,1.5074,152.4,133.8,2.276,-1.5301,157.08,133.5,2.3798,1.5239,157.08,133.5,2.3798,-1.603,159.06,42.825,2.1266,-3.459,160.73,114.69,2.2248,-1.9855,166.62,33.86,2.126,-1.6035,172.67,126.83,2.0363,-1.4299,179.48,144.35,2.1528,1.4891,179.48,144.35,2.1528,-1.4743,180.71,62.108,2.0604,-1.8299,180.71,62.108,2.0604,-4.5566,181.89,133.46,2.1231,-1.5754,183.3,69.253,2.0319,0.016278,183.3,69.253,2.0319,-3.572,190.89,20.773,1.9505,-1.2256,202.48,2.0506,2.1367,-1.0753,203.41,66.88,1.9533,-1.157,208.38,122.69,2.163,-4.6433,1
30.298,17.394,2.4173,-3.1988,30.236,100.26,2.2349,-3.1657,30.741,85.259,1.8499,-3.1249,44.879,109.98,2.0213,-0.67704,46.065,116.39,1.8405,0.83006,46.065,116.39,1.8405,-0.25534,49.977,41.314,1.8321,-3.6214,64.911,90.621,2.076,-0.33863,71.428,81.023,2.1516,-0.31908,72.894,90.36,1.8531,-1.1855,92.306,34.101,2.2385,-1.8326,96.431,12.572,2.2024,-3.3129,103.05,14.509,2.162,-1.7561,103.55,57.784,1.9136,1.4593,108.6,127,2.2419,-4.6948,109.78,103.23,2.2054,-1.3782,116.69,33.273,2.1458,1.5495,123.73,109.78,2.1411,1.182,139.87,109.34,2.1811,-2.6887,139.87,109.34,2.1811,-4.2643,141.5,123.31,2.35,-4.172,144.16,37.293,1.9538,-1.5666,145.54,151.69,2.1788,-4.3515,157.56,151.77,2.1097,1.3479,157.56,151.77,2.1097,-1.4609,160.25,5.0187,1.9159,0.22703,160.28,44.941,2.1079,0.98889,166.52,63.845,1.9631,-4.6438,167.2,34.32,2.0107,0.66157,168.35,100.68,2.012,-0.66687,178.28,36.56,2.139,1.3492,190.68,130.04,1.9453,-4.6166,192.38,146.75,1.9751,-1.7699,195.15,15.803,2.1467,-1.7506,194.72,141.88,1.973,-4.2004,205.28,123.81,2.0217,1.3889,210.57,37.966,2.3397,0.50295,214.98,28.057,1.9472,0.14811,214.97,46.832,1.9294,-0.12902,215.08,84.916,1.8102,-0.025598,37.757,135.69,2.4172,-4.6935,50.185,135.7,2.3679,-1.4821,50.185,135.7,2.3679,-4.6671,50.911,76.754,2.3225,0.83592,53.216,84.576,2.2856,0.88095,53.216,84.576,2.2856,-2.4177,58.683,93.994,1.9304,-0.38396,63.709,27.66,2.6031,0.49396,65.889,65.785,2.4744,0.020739,68.819,30.454,2.2744,1.1353,1
21.379,115.28,1.6783,1.5294,29.136,20.575,1.7659,-1.8721,29.063,41.016,2.0092,-0.014554,36.509,89.616,2.2011,-4.1846,37.021,58.152,2.162,-0.51749,45.11,61.968,2.0067,-0.53074,50.888,4.6594,1.9794,-1.7893,52.43,79.882,2.0746,1.3909,52.43,79.882,2.0746,-0.79531,52.804,18.97,2.1178,-1.2667,57.039,31.509,1.942,-3.0416,59.904,18.734,2.0291,-1.6285,66.344,42.243,1.8011,-1.8016,68.59,55.066,2.0986,-4.6529,69.757,66.612,2.1423,-4.0165,71.689,19.173,1.9727,-1.7223,80.021,37.864,1.9026,-0.94826,83.57,43.195,2.1078,1.5363,89.781,138.22,1.9713,-4.4133,92.357,42.898,2.2586,1.3415,92.623,109.85,2.158,-1.4152,97.436,138.3,2.176,-4.5482,100.09,108.46,2.1194,-1.2618,100.09,108.46,2.1194,-3.8937,120.67,60.267,2.149,-1.4228,121.02,143.74,1.9368,-1.5636,123.41,14.824,1.8648,-1.8761,125.79,51.235,2.1078,-1.0934,132.2,16.263,2.3276,-1.4918,133.08,76.949,1.8748,-4.71,137.2,123.51,2.2345,-0.40791,137.2,123.51,2.2345,-2.7485,137.83,96.243,1.8815,-2.0453,140.01,12.809,2.0648,-1.6174,141.66,144.07,1.8586,-1.7483,141.66,144.07,1.8586,-4.5105,142.54,81.822,2.108,-4.669,142.73,101.73,1.994,-1.7217,144.25,77.242,1.6828,-4.7119,147.76,15.63,1.7354,-1.4082,152.18,143.31,2.0061,-1.614,153.17,13.781,1.9783,-1.2594,156.94,76.785,1.9885,-4.704,156.93,123.36,2.2611,-1.5293,162.03,63.625,2.3008,-1.4681,162.97,109.11,2.1152,-1.4679,163.61,123.13,1.9878,-1.4444,176.24,144.73,2.1755,-1.8681,182.67,89.007,2.0863,-1.8147,184.08,14.868,1.966,-1.1833,1
27.458,129.02,2.1188,-3.1247,32.837,77.182,1.8907,-4.6359,32.763,100.12,1.9139,-1.869,32.763,100.12,1.9139,-3.2026,32.763,100.12,1.9139,-4.4186,36.089,131.86,1.9917,-1.5431,36.089,131.86,1.9917,-4.1821,36.566,25.203,1.916,-2.9636,42.796,23.593,1.908,-2.9162,47.686,32.596,1.8363,-2.2594,47.732,141.4,2.0581,1.4639,50.938,10.348,1.901,-2.3836,53.536,93.653,1.7659,-2.1602,64.871,117.41,2.2574,-0.11082,64.871,117.41,2.2574,-2.9186,67.66,32.656,2.1973,-1.4796,67.66,32.656,2.1973,-3.1276,71.901,64.658,2.0153,-1.0882,75.557,97.52,2.0691,-2.5035,81.141,28.692,2.0112,-2.9744,86.081,126.42,2.208,-1.5007,86.081,126.42,2.208,-4.6456,87.419,68.216,1.7492,-1.3431,86.577,77.465,1.8571,0.78769,90.534,21.075,2.2732,-1.528,91.457,151.69,2.0313,-4.2624,98.843,36.921,1.9131,-0.20944,98.843,36.921,1.9131,-1.4421,100.96,41.798,1.8403,-0.36091,107.5,63.768,1.9738,-2.0509,109.99,27.465,2.3155,-1.6258,110.33,82.062,1.8306,-2.9692,111.54,98.964,2.0184,-2.5068,114.35,77.624,1.8253,-2.7712,134.1,89.878,2.0299,-1.1257,144,29.228,2.0011,-0.68708,144.44,80.711,2.1461,0.3089,149.54,38.751,2.2652,-2.3065,151.06,104.98,2.0042,-2.2103,152.29,94.645,1.8112,-2.4732,155.33,88.902,2.0518,-3.02,157.35,67.909,1.9872,-3.0068,166.92,67.109,1.8495,-1.7492,169.09,13.71,1.9704,-2.8102,170.71,21.74,2.1948,-2.772,172.85,36.992,1.7678,-2.9449,178.58,78.458,2.055,-0.4285,178.58,78.458,2.055,-2.0383,181.52,111.46,2.1166,-1.5545,181.52,111.46,2.1166,-4.5547,1
35.295,96.348,2.3669,-2.4547,44.402,62.359,1.8185,-1.4466,49.503,56.203,1.8679,1.4398,49.503,56.203,1.8679,-1.367,49.503,56.203,1.8679,-3.1953,50.092,35.856,2.2339,-1.7627,57.005,115.86,1.9906,1.2958,60.487,60.676,2.22,-1.8146,70.537,86.818,1.9431,-1.4883,69.85,97.846,1.999,-1.4629,81.649,73.49,2.4535,-4.6974,85.08,144.98,1.8182,-1.131,86.997,68.858,2.2866,-4.6972,91.643,140.1,2.0945,-1.8377,91.643,140.1,2.0945,-3.5654,95.042,148.99,2.0517,-0.6296,95.852,22.989,2.1432,1.545,96.922,102.03,2.0655,-1.4091,96.429,119.61,2.071,-2.9705,111.83,93.692,1.8432,-3.5379,112.88,76.621,2.1472,-0.24828,112.88,76.621,2.1472,-1.5366,112.88,76.621,2.1472,-2.8622,115.45,124.01,1.9777,-1.5288,119.13,79.633,2.186,-1.4651,131.34,64.808,2.0366,1.3473,132.83,27.051,2.0069,-1.8911,135.13,89.918,1.952,-1.1358,138.85,66.105,2.1181,1.2006,155.51,114.73,2.0092,0.34018,155.51,114.73,2.0092,-4.242,165.75,83.694,1.8625,-1.5204,165.75,83.694,1.8625,-4.4801,169.06,89.631,2.1853,-4.6512,169.86,16.817,1.9621,-1.6153,173.92,28.946,2.1902,-1.518,174.31,155.12,2.0454,1.5184,177.23,17.261,1.7826,-1.383,178.5,95.492,2.4166,1.5497,178.5,95.492,2.4166,-1.9992,188.25,95.073,1.9369,-1.1937,191.27,8.6531,1.8607,-0.34144,192.05,154.6,2.0606,1.504,205.04,47.275,1.7679,-0.028285,210.38,25.482,1.7482,-0.11805,209.4,42.516,2.726,-0.10427,209.55,106.99,1.8867,-0.0057511,209.95,132.44,2.1171,-0.025012,210.01,151.87,2.1122,-0.018675,37.55,19.129,2.316,-2.7456,1
30.119,55.3,1.8795,-3.0688,43.17,138.86,1.9799,-2.5631,53.717,10.095,1.8572,-2.4997,57.548,68.534,2.0945,1.2193,65.307,116.89,1.9268,-2.1011,72.957,69.977,2.1076,-1.2075,72.957,69.977,2.1076,-2.3876,72.957,69.977,2.1076,-3.6078,77.242,63.768,2.0368,-2.5949,98.806,95.96,2.1099,-4.4381,104.22,6.9242,2.2035,-2.2036,103.67,111.14,2.1062,-3.2533,107.71,14.959,1.9901,-1.9875,111.34,33.279,1.8742,-2.2273,121.74,55.751,1.8592,-0.81165,125.33,14.786,2.1171,-2.108,131.73,28.488,2.0468,-2.1229,131.97,59.536,2.2006,-3.2685,144.71,125.12,1.8611,-2.0491,148.92,54.146,1.9896,-2.0568,159.51,53.077,1.8616,-1.9312,164.89,26.343,2.1774,-1.6349,168.06,98.781,2.2629,-1.6528,170.34,69.069,1.7914,-2.0714,181.95,98.811,1.9314,-1.585,187.15,25.634,2.3563,-1.9671,189.5,51.179,1.8998,-2.2198,189.68,90.75,2.0652,-1.2937,195.58,16.552,1.7629,-1.9097,202.83,56.046,1.9818,-1.8799,202.87,73.16,1.8494,-2.0588,204.11,28.053,2.0602,-1.8287,204.3,35.396,2.365,-1.8413,205.99,80.236,1.8738,-2.1375,31.788,15.983,2.2967,-2.8547,38.757,31.926,2.4916,-1.1137,38.757,31.926,2.4916,-3.4592,57.224,62.809,2.3071,-1.236,81.539,16.357,2.4624,-2.1244,83.765,114.95,2.2343,-2.2163,86.06,147.31,2.5187,-2.6025,87.822,86.096,2.4544,-1.3965,87.822,86.096,2.4544,-3.0577,91.469,63.931,2.7512,-3.4949,97.481,152.24,2.5339,-2.8976,121.83,26.295,2.6125,-2.1317,149.44,40.808,2.5039,-2.1521,168.47,60.652,2.5826,-1.9615,169.42,38.24,2.4295,-2.0566,176.51,123.28,2.9454,-2.1458,1
